id,name,name_jp,name_ko,effect_entry,effect_entry_ko,type_id,damage_class_id,power,accuracy,pp,priority,move_target_id,is_contact,crit_rate,drain,healing,min_hits,max_hits,introduced_in_generation_id
507,Sky Drop,フリーフォール,프리폴,"Inflicts regular damage. User carries the target high into the air for one turn, during which no moves will hit either Pokémon and neither can act. On the following turn, the user drops the target, inflicting damage and ending the effect. If the target is flying-type, this move will function as normal but inflict no damage. gust, hurricane, sky uppercut, smack down, thunder, twister, and whirlwind can hit both the user and the target during this effect. gust and twister will additionally have double power. The damage from hail and sandstorm still applies during this effect. Either Pokémon may be hit during this effect if also under the effect of lock on, mind reader, or no guard. This move cannot be used while gravity is in effect. This move cannot be selected by sleep talk. *Bug*: If gravity is used during a double or triple battle while this move is in effect, this move is not correctly canceled on the target, and it remains high in the air indefinitely. As this move prevents the target from acting, the only way to subsequently remove it from the field is to faint it.",1턴째에 상대를 하늘로 끌고 가서 2턴째에 떨어뜨려 공격한다. 끌려간 상대는 움직일 수 없다.,2,0,60,100,10,0,1,1,,,,,,5
508,Shift Gear,ギアチェンジ,기어체인지,Raises the user's Attack by one stage and its Speed by two stages.,톱니바퀴를 돌려서 자신의 공격을 올리는 것뿐만 아니라 스피드도 크게 올린다.,8,2,,,10,0,9,0,,,,,,5
509,Circle Throw,ともえなげ,배대뒤치기,"Inflicts regular damage, then switches the target out for another of its trainer's Pokémon, selected at random. If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out. If the target is a wild Pokémon, the battle ends instead.",상대를 내던져서 교대할 포켓몬을 끌어낸다. 야생의 경우에는 배틀이 끝난다.,1,0,60,90,10,-6,0,1,,,,,,5
510,Incinerate,やきつくす,불태우기,"Inflicts regular damage. If the target is holding a berry, it's destroyed and cannot be used in response to this move.",불꽃으로 상대를 공격한다. 상대가 나무열매 등을 지니고 있을 때 불태워서 쓸 수 없게 만든다.,9,1,60,100,15,0,6,0,,,,,,5
511,Quash,さきおくり,순서미루기,"Forces the target to act last this turn, regardless of Speed or move priority. If the target has already acted this turn, this move will fail.",상대를 억눌러서 행동의 순서를 마지막으로 만든다.,16,2,,100,15,0,0,0,,,,,,5
512,Acrobatics,アクロバット,애크러뱃,"Inflicts regular damage. If the user has no held item, this move has double power.",경쾌하게 상대를 공격한다. 자신이 도구를 지니고 있지 않을 때 큰 데미지를 준다.,2,0,55,100,15,0,1,1,,,,,,5
513,Reflect Type,ミラータイプ,미러타입,User's type changes to match the target's.,상대의 타입을 반사해서 자신도 똑같은 타입이 된다.,0,2,,,15,0,0,0,,,,,,5
514,Retaliate,かたきうち,원수갚기,"Inflicts regular damage. If a friendly Pokémon fainted on the previous turn, this move has double power.",쓰러진 같은 편의 원수를 갚는다. 앞 턴에서 같은 편이 쓰러졌다면 위력이 올라간다.,0,0,70,100,5,0,0,1,,,,,,5
515,Final Gambit,いのちがけ,목숨걸기,Inflicts damage equal to the user's remaining HP. User faints.,목숨을 걸고 상대를 공격한다. 자신은 기절하게 되지만 상대에게 HP만큼의 데미지를 준다.,1,1,,100,5,0,0,0,,,,,,5
516,Bestow,ギフトパス,기프트패스,"Transfers the user's held item to the target. If the user has no held item, or the target already has a held item, this move will fail.",상대가 도구를 지니고 있지 않을 때 자신이 지니고 있는 도구를 상대에게 건넨다.,0,2,,,15,0,0,0,,,,,,5
517,Inferno,れんごく,연옥,Inflicts regular damage. Has a 100% chance to burn the target.,격렬한 불꽃으로 상대를 둘러싸 공격한다. 화상 상태로 만든다.,9,1,100,50,5,0,0,0,,,,,,5
518,Water Pledge,みずのちかい,물의맹세,"Inflicts regular damage. If a friendly Pokémon used grass pledge earlier this turn, all opposing Pokémon have halved Speed for four turns (including this one).",물기둥으로 공격한다. 불꽃과 조합하면 위력이 올라가고 하늘에 무지개가 걸린다.,10,1,80,100,10,0,0,0,,,,,,5
519,Fire Pledge,ほのおのちかい,불꽃의맹세,"Inflicts regular damage. If a friendly Pokémon used water pledge earlier this turn, moves used by any friendly Pokémon have doubled effect chance for four turns (including this one).",불꽃기둥으로 공격한다. 풀과 조합하면 위력이 올라가고 주위가 불바다가 된다.,9,1,80,100,10,0,0,0,,,,,,5
520,Grass Pledge,くさのちかい,풀의맹세,"Inflicts regular damage. If a friendly Pokémon used fire pledge earlier this turn, all opposing Pokémon will take 1/8 their max HP in damage at the end of every turn for four turns (including this one).",풀기둥으로 공격한다. 물과 조합하면 위력이 올라가고 주변이 습지초원이 된다.,11,1,80,100,10,0,0,0,,,,,,5
521,Volt Switch,ボルトチェンジ,볼트체인지,"Inflicts regular damage, then the user immediately switches out, and the trainer selects a replacement Pokémon from the party. If the target faints from this attack, the user's trainer selects the new Pokémon to send out first. If the user is the last Pokémon in its party that can battle, it will not switch out. The user may be hit by pursuit when it switches out, if it has been targeted and pursuit has not yet been used. This move may be used even if the user is under the effect of ingrain. ingrain's effect will end.",공격한 뒤 굉장한 스피드로 돌아와서 교대 포켓몬과 교체한다.,12,1,70,100,20,0,0,0,,,,,,5
522,Struggle Bug,むしのていこう,벌레의저항,Inflicts regular damage. Has a 100% chance to lower the target's Special Attack by one stage.,저항해서 상대를 공격한다. 상대의 특수공격을 떨어뜨린다.,6,1,50,100,20,0,6,0,,,,,,5
523,Bulldoze,じならし,땅고르기,Inflicts regular damage. Has a 100% chance to lower the target's Speed by one stage.,땅을 힘껏 밟아 자신의 주위에 있는 포켓몬을 공격한다. 상대의 스피드를 떨어뜨린다.,4,0,60,100,20,0,5,0,,,,,,5
524,Frost Breath,こおりのいぶき,얼음숨결,Inflicts regular damage. Always scores a critical hit.,차가운 숨결을 상대에게 내뿜어 공격한다. 반드시 급소에 맞는다.,14,1,60,90,10,0,0,0,6,,,,,5
525,Dragon Tail,ドラゴンテール,드래곤테일,"Inflicts regular damage, then switches the target out for another of its trainer's Pokémon, selected at random. If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out. If the target is a wild Pokémon, the battle ends instead.",상대를 튕겨내서 교대할 포켓몬을 끌어낸다. 야생의 경우에는 배틀이 끝난다.,15,0,60,90,10,-6,0,1,,,,,,5
526,Work Up,ふるいたてる,분발,Raises the user's Attack and Special Attack by one stage each.,스스로 분발해서 공격과 특수공격을 올린다.,0,2,,,30,0,9,0,,,,,,5
527,Electroweb,エレキネット,일렉트릭네트,Lowers the target's Speed by one stage.,전기 네트로 상대를 붙잡아서 공격한다. 상대의 스피드를 떨어뜨린다.,12,1,55,95,15,0,6,0,,,,,,5
528,Wild Charge,ワイルドボルト,와일드볼트,Inflicts regular damage. User takes 1/4 the damage it inflicts in recoil.,전기를 두르고 상대에게 부딪쳐 공격한다. 자신도 조금 데미지를 입는다.,12,0,90,100,15,0,0,1,,-25,,,,5
529,Drill Run,ドリルライナー,드릴라이너,Inflicts regular damage. User's critical hit rate is one level higher when using this move.,드릴처럼 몸을 회전시켜서 상대에게 몸통박치기한다. 급소에 맞기 쉽다.,4,0,80,95,10,0,0,1,1,,,,,5
530,Dual Chop,ダブルチョップ,더블촙,Inflicts regular damage. Hits twice in one turn.,몸의 단단한 부분으로 상대를 때려 공격한다. 2회 연속으로 데미지를 준다.,15,0,40,90,15,0,0,1,,,,2,2,5
531,Heart Stamp,ハートスタンプ,하트스탬프,Inflicts regular damage. Has a 30% chance to make the target flinch.,귀여운 모습으로 방심시켜서 강렬한 일격을 날린다. 상대를 풀죽게 만들 때가 있다.,13,0,60,100,25,0,0,1,,,,,,5
532,Horn Leech,ウッドホーン,우드혼,Inflicts regular damage. Drains half the damage inflicted to heal the user.,뿔을 꿰찔러서 상대의 양분을 흡수한다. 입힌 데미지의 절반에 해당하는 HP를 회복할 수 있다.,11,0,75,100,10,0,0,1,,50,,,,5
533,Sacred Sword,せいなるつるぎ,성스러운칼,"Inflicts regular damage. Damage calculation ignores the target's stat modifiers, including evasion.",긴 뿔로 베어 공격한다. 상대의 능력 변화에 관계없이 데미지를 준다.,1,0,90,100,15,0,0,1,,,,,,5
534,Razor Shell,シェルブレード,셸블레이드,Inflicts regular damage. Has a 50% chance to lower the target's Defense by one stage.,날카로운 조개껍질로 베어 공격한다. 상대의 방어를 떨어뜨릴 때가 있다.,10,0,75,95,10,0,0,1,,,,,,5
535,Heat Crash,ヒートスタンプ,히트스탬프,"Inflicts regular damage. The greater the user's weight compared to the target's, the higher power this move has, to a maximum of 120. User's weight          | Power -------------------------------- | ----: Up to 2× the target's weight   |  40 Up to 3× the target's weight   |  60 Up to 4× the target's weight   |  80 Up to 5× the target's weight   |  100 More than 5× the target's weight |  120 ",불타는 몸으로 상대에게 부딪쳐서 공격한다. 자신이 상대보다 무거울수록 위력이 올라간다.,9,0,,100,10,0,0,1,,,,,,5
536,Leaf Tornado,グラスミキサー,그래스믹서,Inflicts regular damage. Has a 50% chance to lower the target's accuracy by one stage.,날카로운 잎사귀로 상대를 둘러싸서 공격한다. 명중률을 떨어뜨릴 때가 있다.,11,1,65,90,10,0,0,0,,,,,,5
537,Steamroller,ハードローラー,하드롤러,Inflicts regular damage. Has a 30% chance to make the target flinch. Power is doubled against Pokémon that have used minimize since entering the field.,둥글게 뭉친 몸을 회전하여 상대를 뭉개 버린다. 상대를 풀죽게 만들 때가 있다.,6,0,65,100,20,0,0,1,,,,,,5
538,Cotton Guard,コットンガード,코튼가드,Raises the user's Defense by three stages.,푹신푹신한 솜털로 자신의 몸을 둘러싸서 지킨다. 방어를 매우 크게 올린다.,11,2,,,10,0,9,0,,,,,,5
539,Night Daze,ナイトバースト,나이트버스트,Inflicts regular damage. Has a 40% chance to lower the target's accuracy by one stage.,암흑의 충격파를 날려서 상대를 공격한다. 명중률을 떨어뜨릴 때가 있다.,16,1,85,95,10,0,0,0,,,,,,5
540,Psystrike,サイコブレイク,사이코브레이크,"Inflicts regular damage. Damage calculation always uses the target's Defense, regardless of this move's damage class.",이상한 염력파를 실체화하여 상대를 공격한다. 물리적인 데미지를 준다.,13,1,100,100,10,0,0,0,,,,,,5
541,Tail Slap,スイープビンタ,스위프뺨치기,"Inflicts regular damage. Hits 2–5 times in one turn. Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times. Averages to 3 hits per use.",단단한 꼬리로 상대를 때려서 공격한다. 2-5회 동안 연속으로 쓴다.,0,0,25,85,10,0,0,1,,,,2,5,5
542,Hurricane,ぼうふう,폭풍,"Inflicts regular damage. Has a 30% chance to confuse the target. This move can hit Pokémon under the effect of bounce, fly, or sky drop. During rain dance, this move has 100% accuracy. During sunny day, this move has 50% accuracy.",강렬한 바람으로 상대를 둘러싸서 공격한다. 상대를 혼란시킬 때가 있다.,2,1,110,70,10,0,1,0,,,,,,5
543,Head Charge,アフロブレイク,아프로브레이크,Inflicts regular damage. User takes 1/4 the damage it inflicts in recoil.,굉장한 아프로 머리로 상대에게 돌진하여 공격한다. 자신도 조금 데미지를 입는다.,0,0,120,100,15,0,0,1,,-25,,,,5
544,Gear Grind,ギアソーサー,기어소서,Inflicts regular damage. Hits twice in one turn.,강철의 기어를 상대에게 던져서 공격한다. 2회 연속으로 데미지를 준다.,8,0,50,85,15,0,0,1,,,,2,2,5
545,Searing Shot,かえんだん,화염탄,Inflicts regular damage. Has a 30% chance to burn the target.,새빨간 불꽃으로 자신의 주위에 있는 포켓몬을 공격한다. 화상 상태로 만들 때가 있다.,9,1,100,100,5,0,5,0,,,,,,5
546,Techno Blast,テクノバスター,테크노버스터,"Inflicts regular damage. If the user is holding a plate or a drive, this move's type is the type corresponding to that item. Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.",광탄을 상대에게 방출한다. 자신이 지니고 있는 카세트에 의해 타입이 바뀐다.,0,1,120,100,5,0,0,0,,,,,,5
547,Relic Song,いにしえのうた,옛노래,"Inflicts regular damage. Has a 10% chance to put the target to sleep. If the user is a meloetta, it will toggle between Aria and Pirouette Forme.",옛노래를 상대에게 들려주고 마음에 호소하여 공격한다. 잠듦 상태로 만들 때가 있다.,0,1,75,100,10,0,6,0,,,,,,5
548,Secret Sword,しんぴのつるぎ,신비의칼,"Inflicts regular damage. Damage calculation always uses the target's Defense, regardless of this move's damage class.",긴 뿔로 베어 공격한다. 뿔이 머금은 이상한 힘은 물리적인 데미지를 준다.,1,1,85,100,10,0,0,0,,,,,,5
